Année,Juridiction,Insecte espèce,Superficie défoliée (hectares)
2015,Île-du-Prince-Édouard,"Dendroctone de l'épinette",50
2015,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",0
2015,Île-du-Prince-Édouard,Diprion de Swaine,0
2015,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2015,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2016,Île-du-Prince-Édouard,Noctuelle décolorée,0
2016,Île-du-Prince-Édouard,Diprion du sapin,0
2016,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",2
2016,Île-du-Prince-Édouard,Arpenteuse de Bruce,0
2016,Île-du-Prince-Édouard,Livrée des forêts,0
2016,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2016,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2016,Île-du-Prince-Édouard,Tordeuse du tremble,0
2016,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2016,Île-du-Prince-Édouard,Spongieuse,0
2016,Île-du-Prince-Édouard,"Dendroctone de l'épinette",10
2016,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",0
2016,Île-du-Prince-Édouard,Diprion de Swaine,0
2016,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2016,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2017,Île-du-Prince-Édouard,Noctuelle décolorée,0
2017,Île-du-Prince-Édouard,Diprion du sapin,0
2017,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",0
2017,Île-du-Prince-Édouard,Arpenteuse de Bruce,0
2017,Île-du-Prince-Édouard,Livrée des forêts,0
2017,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2017,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2017,Île-du-Prince-Édouard,Tordeuse du tremble,0
2017,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2017,Île-du-Prince-Édouard,Spongieuse,2
2017,Île-du-Prince-Édouard,"Dendroctone de l'épinette",10
2017,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",0
2017,Île-du-Prince-Édouard,Diprion de Swaine,0
2017,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2017,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2018,Île-du-Prince-Édouard,Noctuelle décolorée,0
2018,Île-du-Prince-Édouard,Diprion du sapin,0
2018,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",0
2018,Île-du-Prince-Édouard,Arpenteuse de Bruce,0
2018,Île-du-Prince-Édouard,Livrée des forêts,0
2018,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2018,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2018,Île-du-Prince-Édouard,Tordeuse du tremble,0
2018,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2018,Île-du-Prince-Édouard,Spongieuse,2
2018,Île-du-Prince-Édouard,"Dendroctone de l'épinette",5
2018,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",0
2018,Île-du-Prince-Édouard,Diprion de Swaine,0
2018,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2018,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2019,Île-du-Prince-Édouard,Noctuelle décolorée,0
2019,Île-du-Prince-Édouard,Diprion du sapin,0
2019,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",0
2019,Île-du-Prince-Édouard,Arpenteuse de Bruce,0
2019,Île-du-Prince-Édouard,Livrée des forêts,0
2019,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2019,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2019,Île-du-Prince-Édouard,Tordeuse du tremble,0
2019,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2019,Île-du-Prince-Édouard,Spongieuse,2
2019,Île-du-Prince-Édouard,"Dendroctone de l'épinette",5
2019,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",0
2019,Île-du-Prince-Édouard,Diprion de Swaine,0
2019,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2019,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2020,Île-du-Prince-Édouard,Noctuelle décolorée,0
2020,Île-du-Prince-Édouard,Diprion du sapin,0
2020,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",0
2020,Île-du-Prince-Édouard,Arpenteuse de Bruce,0
2020,Île-du-Prince-Édouard,Livrée des forêts,0
2020,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2020,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2020,Île-du-Prince-Édouard,Tordeuse du tremble,0
2020,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2020,Île-du-Prince-Édouard,Spongieuse,0
2020,Île-du-Prince-Édouard,"Dendroctone de l'épinette",0
2020,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",0
2020,Île-du-Prince-Édouard,Diprion de Swaine,0
2020,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2020,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2021,Île-du-Prince-Édouard,Noctuelle décolorée,0
2021,Île-du-Prince-Édouard,Diprion du sapin,0
2021,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",0
2021,Île-du-Prince-Édouard,Arpenteuse de Bruce,0
2021,Île-du-Prince-Édouard,Livrée des forêts,0
2021,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2021,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2021,Île-du-Prince-Édouard,Tordeuse du tremble,0
2021,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2021,Île-du-Prince-Édouard,Spongieuse,0
2021,Île-du-Prince-Édouard,"Dendroctone de l'épinette",0
2021,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",0
2021,Île-du-Prince-Édouard,Diprion de Swaine,0
2021,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2021,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2022,Île-du-Prince-Édouard,Noctuelle décolorée,0
2022,Île-du-Prince-Édouard,Diprion du sapin,0
2022,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",0
2022,Île-du-Prince-Édouard,Arpenteuse de Bruce,0
2022,Île-du-Prince-Édouard,Livrée des forêts,0
2022,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2022,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2022,Île-du-Prince-Édouard,Tordeuse du tremble,0
2022,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2022,Île-du-Prince-Édouard,Spongieuse,0
2022,Île-du-Prince-Édouard,"Dendroctone de l'épinette",0
2022,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",0
2022,Île-du-Prince-Édouard,Diprion de Swaine,0
2022,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2022,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2023,Île-du-Prince-Édouard,Noctuelle décolorée,0
2023,Île-du-Prince-Édouard,Diprion du sapin,0
2023,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",0
2023,Île-du-Prince-Édouard,Arpenteuse de Bruce,0
2023,Île-du-Prince-Édouard,Livrée des forêts,0
2023,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2023,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2023,Île-du-Prince-Édouard,Tordeuse du tremble,0
2023,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2023,Île-du-Prince-Édouard,Spongieuse,0
2023,Île-du-Prince-Édouard,"Dendroctone de l'épinette",0
2023,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",1
2023,Île-du-Prince-Édouard,Diprion de Swaine,0
2023,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2023,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2010,Québec,Noctuelle décolorée,0
2010,Québec,Diprion du sapin,0
2010,Québec,"Tordeuse à tête noire de l'Ouest",0
2010,Québec,Arpenteuse de Bruce,0
2010,Québec,Livrée des forêts,4201
2010,Québec,Arpenteuse de la pruche,12920
2010,Québec,Tordeuse du pin gris,0
2010,Québec,Tordeuse du tremble,0
2010,Québec,Dendroctone du pin ponderosa,0
2010,Québec,Spongieuse,0
2010,Québec,"Dendroctone de l'épinette",0
2010,Québec,"Tordeuse des bourgeons de l'épinette",560642
2010,Québec,Diprion de Swaine,0
2010,Québec,Tordeuse bisannuelle de l’épinette,0
2010,Québec,"Tordeuse occidentale de l'épinette",0
2011,Québec,Noctuelle décolorée,0
2011,Québec,Diprion du sapin,0
2011,Québec,"Tordeuse à tête noire de l'Ouest",0
2011,Québec,Arpenteuse de Bruce,0
2011,Québec,Livrée des forêts,0
2011,Québec,Arpenteuse de la pruche,13106
2011,Québec,Tordeuse du pin gris,0
2011,Québec,Tordeuse du tremble,0
2011,Québec,Dendroctone du pin ponderosa,0
2011,Québec,Spongieuse,0
2011,Québec,"Dendroctone de l'épinette",0
2011,Québec,"Tordeuse des bourgeons de l'épinette",1057677
2011,Québec,Diprion de Swaine,787
2011,Québec,Tordeuse bisannuelle de l’épinette,0
2011,Québec,"Tordeuse occidentale de l'épinette",0
2012,Québec,Noctuelle décolorée,0
2012,Québec,Diprion du sapin,0
2012,Québec,"Tordeuse à tête noire de l'Ouest",1400
2012,Québec,Arpenteuse de Bruce,0
2012,Québec,Livrée des forêts,0
2012,Québec,Arpenteuse de la pruche,5773
2012,Québec,Tordeuse du pin gris,0
2012,Québec,Tordeuse du tremble,0
2012,Québec,Dendroctone du pin ponderosa,0
2012,Québec,Spongieuse,0
2012,Québec,"Dendroctone de l'épinette",0
2012,Québec,"Tordeuse des bourgeons de l'épinette",1537562
2012,Québec,Diprion de Swaine,0
2012,Québec,Tordeuse bisannuelle de l’épinette,0
2012,Québec,"Tordeuse occidentale de l'épinette",0
2013,Québec,Noctuelle décolorée,0
2013,Québec,Diprion du sapin,0
2013,Québec,"Tordeuse à tête noire de l'Ouest",0
2013,Québec,Arpenteuse de Bruce,0
2013,Québec,Livrée des forêts,0
2013,Québec,Arpenteuse de la pruche,17025
2013,Québec,Tordeuse du pin gris,0
2013,Québec,Tordeuse du tremble,0
2013,Québec,Dendroctone du pin ponderosa,0
2013,Québec,Spongieuse,0
2013,Québec,"Dendroctone de l'épinette",0
2013,Québec,"Tordeuse des bourgeons de l'épinette",2621520
2013,Québec,Diprion de Swaine,0
2013,Québec,Tordeuse bisannuelle de l’épinette,0
2013,Québec,"Tordeuse occidentale de l'épinette",0
2014,Québec,Noctuelle décolorée,0
2014,Québec,Diprion du sapin,0
2014,Québec,"Tordeuse à tête noire de l'Ouest",0
2014,Québec,Arpenteuse de Bruce,0
2014,Québec,Livrée des forêts,918
2014,Québec,Arpenteuse de la pruche,14915
2014,Québec,Tordeuse du pin gris,0
2014,Québec,Tordeuse du tremble,0
2014,Québec,Dendroctone du pin ponderosa,0
2014,Québec,Spongieuse,0
2014,Québec,"Dendroctone de l'épinette",0
2014,Québec,"Tordeuse des bourgeons de l'épinette",3381829
2014,Québec,Diprion de Swaine,0
2014,Québec,Tordeuse bisannuelle de l’épinette,0
2014,Québec,"Tordeuse occidentale de l'épinette",0
2015,Québec,Noctuelle décolorée,0
2015,Québec,Diprion du sapin,0
2015,Québec,"Tordeuse à tête noire de l'Ouest",0
2015,Québec,Arpenteuse de Bruce,0
2015,Québec,Livrée des forêts,20968
2015,Québec,Arpenteuse de la pruche,6349
2015,Québec,Tordeuse du pin gris,0
2015,Québec,Tordeuse du tremble,0
2015,Québec,Dendroctone du pin ponderosa,0
2015,Québec,Spongieuse,0
2015,Québec,"Dendroctone de l'épinette",0
2015,Québec,"Tordeuse des bourgeons de l'épinette",4824947
2015,Québec,Diprion de Swaine,0
2015,Québec,Tordeuse bisannuelle de l’épinette,0
2015,Québec,"Tordeuse occidentale de l'épinette",0
2016,Québec,Noctuelle décolorée,0
2016,Québec,Diprion du sapin,0
2016,Québec,"Tordeuse à tête noire de l'Ouest",0
2016,Québec,Arpenteuse de Bruce,0
2016,Québec,Livrée des forêts,68527
2016,Québec,Arpenteuse de la pruche,0
2016,Québec,Tordeuse du pin gris,0
2016,Québec,Tordeuse du tremble,0
2016,Québec,Dendroctone du pin ponderosa,0
2016,Québec,Spongieuse,0
2016,Québec,"Dendroctone de l'épinette",0
2016,Québec,"Tordeuse des bourgeons de l'épinette",4664658
2016,Québec,Diprion de Swaine,0
2016,Québec,Tordeuse bisannuelle de l’épinette,0
2016,Québec,"Tordeuse occidentale de l'épinette",0
2017,Québec,Noctuelle décolorée,0
2017,Québec,Diprion du sapin,0
2017,Québec,"Tordeuse à tête noire de l'Ouest",0
2017,Québec,Arpenteuse de Bruce,0
2017,Québec,Livrée des forêts,212069
2017,Québec,Arpenteuse de la pruche,0
2017,Québec,Tordeuse du pin gris,0
2017,Québec,Tordeuse du tremble,0
2017,Québec,Dendroctone du pin ponderosa,0
2017,Québec,Spongieuse,0
2017,Québec,"Dendroctone de l'épinette",0
2017,Québec,"Tordeuse des bourgeons de l'épinette",5105885
2017,Québec,Diprion de Swaine,0
2017,Québec,Tordeuse bisannuelle de l’épinette,0
2017,Québec,"Tordeuse occidentale de l'épinette",0
2018,Québec,Noctuelle décolorée,0
2018,Québec,Diprion du sapin,0
2018,Québec,"Tordeuse à tête noire de l'Ouest",0
2018,Québec,Arpenteuse de Bruce,0
2018,Québec,Livrée des forêts,118491
2018,Québec,Arpenteuse de la pruche,0
2018,Québec,Tordeuse du pin gris,0
2018,Québec,Tordeuse du tremble,0
2018,Québec,Dendroctone du pin ponderosa,0
2018,Québec,Spongieuse,0
2018,Québec,"Dendroctone de l'épinette",0
2018,Québec,"Tordeuse des bourgeons de l'épinette",5433302
2018,Québec,Diprion de Swaine,0
2018,Québec,Tordeuse bisannuelle de l’épinette,0
2018,Québec,"Tordeuse occidentale de l'épinette",0
2019,Québec,Noctuelle décolorée,0
2019,Québec,Diprion du sapin,0
2019,Québec,"Tordeuse à tête noire de l'Ouest",0
2019,Québec,Arpenteuse de Bruce,0
2019,Québec,Livrée des forêts,0
2019,Québec,Arpenteuse de la pruche,0
2019,Québec,Tordeuse du pin gris,0
2019,Québec,Tordeuse du tremble,0
2019,Québec,Dendroctone du pin ponderosa,0
2019,Québec,Spongieuse,0
2019,Québec,"Dendroctone de l'épinette",0
2019,Québec,"Tordeuse des bourgeons de l'épinette",4891885
2019,Québec,Diprion de Swaine,0
2019,Québec,Tordeuse bisannuelle de l’épinette,0
2019,Québec,"Tordeuse occidentale de l'épinette",0
2020,Québec,Noctuelle décolorée,0
2020,Québec,Diprion du sapin,0
2020,Québec,"Tordeuse à tête noire de l'Ouest",0
2020,Québec,Arpenteuse de Bruce,0
2020,Québec,Livrée des forêts,0
2020,Québec,Arpenteuse de la pruche,0
2020,Québec,Tordeuse du pin gris,0
2020,Québec,Tordeuse du tremble,0
2020,Québec,Dendroctone du pin ponderosa,0
2020,Québec,Spongieuse,0
2020,Québec,"Dendroctone de l'épinette",0
2020,Québec,"Tordeuse des bourgeons de l'épinette",6250000
2020,Québec,Diprion de Swaine,0
2020,Québec,Tordeuse bisannuelle de l’épinette,0
2020,Québec,"Tordeuse occidentale de l'épinette",0
2021,Québec,Noctuelle décolorée,0
2021,Québec,Diprion du sapin,0
2021,Québec,"Tordeuse à tête noire de l'Ouest",0
2021,Québec,Arpenteuse de Bruce,0
2021,Québec,Livrée des forêts,0
2021,Québec,Arpenteuse de la pruche,0
2021,Québec,Tordeuse du pin gris,0
2021,Québec,Tordeuse du tremble,0
2021,Québec,Dendroctone du pin ponderosa,0
2021,Québec,Spongieuse,0
2021,Québec,"Dendroctone de l'épinette",0
2021,Québec,"Tordeuse des bourgeons de l'épinette",2460000
2021,Québec,Diprion de Swaine,0
2021,Québec,Tordeuse bisannuelle de l’épinette,0
2021,Québec,"Tordeuse occidentale de l'épinette",0
2022,Québec,Noctuelle décolorée,0
2022,Québec,Diprion du sapin,0
2022,Québec,"Tordeuse à tête noire de l'Ouest",0
2022,Québec,Arpenteuse de Bruce,0
2022,Québec,Livrée des forêts,0
2022,Québec,Arpenteuse de la pruche,0
2022,Québec,Tordeuse du pin gris,0
2022,Québec,Tordeuse du tremble,0
2022,Québec,Dendroctone du pin ponderosa,0
2022,Québec,Spongieuse,0
2022,Québec,"Dendroctone de l'épinette",0
2022,Québec,"Tordeuse des bourgeons de l'épinette",3210000
2022,Québec,Diprion de Swaine,0
2022,Québec,Tordeuse bisannuelle de l’épinette,0
2022,Québec,"Tordeuse occidentale de l'épinette",0
2023,Québec,Noctuelle décolorée,0
2023,Québec,Diprion du sapin,0
2023,Québec,"Tordeuse à tête noire de l'Ouest",0
2023,Québec,Arpenteuse de Bruce,0
2023,Québec,Livrée des forêts,0
2023,Québec,Arpenteuse de la pruche,0
2023,Québec,Tordeuse du pin gris,0
2023,Québec,Tordeuse du tremble,0
2023,Québec,Dendroctone du pin ponderosa,0
2023,Québec,Spongieuse,0
2023,Québec,"Dendroctone de l'épinette",0
2023,Québec,"Tordeuse des bourgeons de l'épinette",3210000
2023,Québec,Diprion de Swaine,0
2023,Québec,Tordeuse bisannuelle de l’épinette,0
2023,Québec,"Tordeuse occidentale de l'épinette",0
2010,Saskatchewan,Noctuelle décolorée,0
2010,Saskatchewan,Diprion du sapin,0
2010,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2010,Saskatchewan,Arpenteuse de Bruce,0
2010,Saskatchewan,Livrée des forêts,11066
2010,Saskatchewan,Arpenteuse de la pruche,0
2010,Saskatchewan,Tordeuse du pin gris,0
2010,Saskatchewan,Tordeuse du tremble,0
2010,Saskatchewan,Dendroctone du pin ponderosa,0
2010,Saskatchewan,Spongieuse,0
2010,Saskatchewan,"Dendroctone de l'épinette",0
2010,Saskatchewan,"Tordeuse des bourgeons de l'épinette",85466
2010,Saskatchewan,Diprion de Swaine,0
2010,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
2010,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2011,Saskatchewan,Noctuelle décolorée,0
2011,Saskatchewan,Diprion du sapin,0
2011,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2011,Saskatchewan,Arpenteuse de Bruce,0
2011,Saskatchewan,Livrée des forêts,0
2011,Saskatchewan,Arpenteuse de la pruche,0
2011,Saskatchewan,Tordeuse du pin gris,0
2011,Saskatchewan,Tordeuse du tremble,24577
2011,Saskatchewan,Dendroctone du pin ponderosa,0
2011,Saskatchewan,Spongieuse,0
2011,Saskatchewan,"Dendroctone de l'épinette",0
2011,Saskatchewan,"Tordeuse des bourgeons de l'épinette",92406
2011,Saskatchewan,Diprion de Swaine,0
2011,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
2011,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2012,Saskatchewan,Noctuelle décolorée,0
2012,Saskatchewan,Diprion du sapin,0
2012,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2012,Saskatchewan,Arpenteuse de Bruce,0
2012,Saskatchewan,Livrée des forêts,0
2012,Saskatchewan,Arpenteuse de la pruche,0
2012,Saskatchewan,Tordeuse du pin gris,0
2012,Saskatchewan,Tordeuse du tremble,0
2012,Saskatchewan,Dendroctone du pin ponderosa,0
2012,Saskatchewan,Spongieuse,0
2012,Saskatchewan,"Dendroctone de l'épinette",0
2012,Saskatchewan,"Tordeuse des bourgeons de l'épinette",31221
2012,Saskatchewan,Diprion de Swaine,0
2012,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
2012,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2013,Saskatchewan,Noctuelle décolorée,0
2013,Saskatchewan,Diprion du sapin,0
2013,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2013,Saskatchewan,Arpenteuse de Bruce,0
2013,Saskatchewan,Livrée des forêts,0
2013,Saskatchewan,Arpenteuse de la pruche,0
2013,Saskatchewan,Tordeuse du pin gris,0
2013,Saskatchewan,Tordeuse du tremble,0
2013,Saskatchewan,Dendroctone du pin ponderosa,0
2013,Saskatchewan,Spongieuse,0
2013,Saskatchewan,"Dendroctone de l'épinette",0
2013,Saskatchewan,"Tordeuse des bourgeons de l'épinette",9307
2013,Saskatchewan,Diprion de Swaine,0
2013,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
2013,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2014,Saskatchewan,Noctuelle décolorée,0
2014,Saskatchewan,Diprion du sapin,0
2014,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2014,Saskatchewan,Arpenteuse de Bruce,0
2014,Saskatchewan,Livrée des forêts,250126
2014,Saskatchewan,Arpenteuse de la pruche,0
2014,Saskatchewan,Tordeuse du pin gris,0
2014,Saskatchewan,Tordeuse du tremble,53891
2014,Saskatchewan,Dendroctone du pin ponderosa,0
2014,Saskatchewan,Spongieuse,0
2014,Saskatchewan,"Dendroctone de l'épinette",0
2014,Saskatchewan,"Tordeuse des bourgeons de l'épinette",0
2014,Saskatchewan,Diprion de Swaine,0
2014,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
2014,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2015,Saskatchewan,Noctuelle décolorée,0
2015,Saskatchewan,Diprion du sapin,0
2015,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2015,Saskatchewan,Arpenteuse de Bruce,0
2015,Saskatchewan,Livrée des forêts,427750
2015,Saskatchewan,Arpenteuse de la pruche,0
2015,Saskatchewan,Tordeuse du pin gris,0
2015,Saskatchewan,Tordeuse du tremble,0
2015,Saskatchewan,Dendroctone du pin ponderosa,0
2015,Saskatchewan,Spongieuse,0
2015,Saskatchewan,"Dendroctone de l'épinette",0
2015,Saskatchewan,"Tordeuse des bourgeons de l'épinette",0
2015,Saskatchewan,Diprion de Swaine,0
2015,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
2015,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2016,Saskatchewan,Noctuelle décolorée,0
2016,Saskatchewan,Diprion du sapin,0
2016,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2016,Saskatchewan,Arpenteuse de Bruce,0
2016,Saskatchewan,Livrée des forêts,565388
2016,Saskatchewan,Arpenteuse de la pruche,0
2016,Saskatchewan,Tordeuse du pin gris,1965
2016,Saskatchewan,Tordeuse du tremble,0
2016,Saskatchewan,Dendroctone du pin ponderosa,0
2016,Saskatchewan,Spongieuse,0
2016,Saskatchewan,"Dendroctone de l'épinette",0
2016,Saskatchewan,"Tordeuse des bourgeons de l'épinette",0
2016,Saskatchewan,Diprion de Swaine,0
2016,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
2016,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2017,Saskatchewan,Noctuelle décolorée,0
2017,Saskatchewan,Diprion du sapin,0
2017,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2017,Saskatchewan,Arpenteuse de Bruce,0
2017,Saskatchewan,Livrée des forêts,609103
2017,Saskatchewan,Arpenteuse de la pruche,0
2017,Saskatchewan,Tordeuse du pin gris,10189
2017,Saskatchewan,Tordeuse du tremble,0
2017,Saskatchewan,Dendroctone du pin ponderosa,0
2017,Saskatchewan,Spongieuse,0
2017,Saskatchewan,"Dendroctone de l'épinette",0
2017,Saskatchewan,"Tordeuse des bourgeons de l'épinette",0
2017,Saskatchewan,Diprion de Swaine,0
2017,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
2017,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2018,Saskatchewan,Noctuelle décolorée,0
2018,Saskatchewan,Diprion du sapin,0
2018,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2018,Saskatchewan,Arpenteuse de Bruce,0
2018,Saskatchewan,Livrée des forêts,142886
2018,Saskatchewan,Arpenteuse de la pruche,0
2018,Saskatchewan,Tordeuse du pin gris,6141
2018,Saskatchewan,Tordeuse du tremble,0
2018,Saskatchewan,Dendroctone du pin ponderosa,0
2018,Saskatchewan,Spongieuse,0
2018,Saskatchewan,"Dendroctone de l'épinette",0
2018,Saskatchewan,"Tordeuse des bourgeons de l'épinette",0
2018,Saskatchewan,Diprion de Swaine,0
2018,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
2018,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2019,Saskatchewan,Noctuelle décolorée,0
2019,Saskatchewan,Diprion du sapin,0
2019,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2019,Saskatchewan,Arpenteuse de Bruce,0
2019,Saskatchewan,Livrée des forêts,48127
2019,Saskatchewan,Arpenteuse de la pruche,0
2019,Saskatchewan,Tordeuse du pin gris,12624
2019,Saskatchewan,Tordeuse du tremble,0
2019,Saskatchewan,Dendroctone du pin ponderosa,0
2019,Saskatchewan,Spongieuse,0
2019,Saskatchewan,"Dendroctone de l'épinette",0
2019,Saskatchewan,"Tordeuse des bourgeons de l'épinette",0
2019,Saskatchewan,Diprion de Swaine,0
2019,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
2019,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2020,Saskatchewan,Noctuelle décolorée,0
2020,Saskatchewan,Diprion du sapin,0
2020,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2020,Saskatchewan,Arpenteuse de Bruce,0
2020,Saskatchewan,Livrée des forêts,9022
2020,Saskatchewan,Arpenteuse de la pruche,0
2020,Saskatchewan,Tordeuse du pin gris,25327
2020,Saskatchewan,Tordeuse du tremble,0
2020,Saskatchewan,Dendroctone du pin ponderosa,0
2020,Saskatchewan,Spongieuse,0
2020,Saskatchewan,"Dendroctone de l'épinette",0
2020,Saskatchewan,"Tordeuse des bourgeons de l'épinette",0
2020,Saskatchewan,Diprion de Swaine,0
2020,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
2020,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2021,Saskatchewan,Noctuelle décolorée,0
2021,Saskatchewan,Diprion du sapin,0
2021,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2021,Saskatchewan,Arpenteuse de Bruce,0
2021,Saskatchewan,Livrée des forêts,0
2021,Saskatchewan,Arpenteuse de la pruche,0
2021,Saskatchewan,Tordeuse du pin gris,32449
2021,Saskatchewan,Tordeuse du tremble,0
2021,Saskatchewan,Dendroctone du pin ponderosa,0
2021,Saskatchewan,Spongieuse,0
2021,Saskatchewan,"Dendroctone de l'épinette",0
2021,Saskatchewan,"Tordeuse des bourgeons de l'épinette",0
2021,Saskatchewan,Diprion de Swaine,0
2021,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
2021,Saskatchewan,"Tordeuse occidentale de l'épinette",0
2022,Saskatchewan,Noctuelle décolorée,0
2022,Saskatchewan,Diprion du sapin,0
2022,Saskatchewan,"Tordeuse à tête noire de l'Ouest",0
2022,Saskatchewan,Arpenteuse de Bruce,0
2022,Saskatchewan,Livrée des forêts,0
2022,Saskatchewan,Arpenteuse de la pruche,0
2022,Saskatchewan,Tordeuse du pin gris,11748
2022,Saskatchewan,Tordeuse du tremble,0
2022,Saskatchewan,Dendroctone du pin ponderosa,0
2022,Saskatchewan,Spongieuse,0
2022,Saskatchewan,"Dendroctone de l'épinette",0
2022,Saskatchewan,"Tordeuse des bourgeons de l'épinette",244
2022,Saskatchewan,Diprion de Swaine,0
2022,Saskatchewan,Tordeuse bisannuelle de l’épinette,0
