Year,Jurisdiction,Insect species,Defoliated area (hectares)
2023,Saskatchewan,Two-year-cycle spruce budworm,0
2023,Saskatchewan,Western spruce budworm,0
2010,Yukon,Aspen twoleaf tier,0
2010,Yukon,Balsam fir sawfly,0
2010,Yukon,Blackheaded budworm,0
2010,Yukon,Bruce spanworm,0
2010,Yukon,Forest tent caterpillar,0
2010,Yukon,Hemlock looper,0
2010,Yukon,Jack pine budworm,0
2010,Yukon,Large aspen tortrix,0
2010,Yukon,Mountain pine beetle,0
2010,Yukon,Spongy moth,0
2010,Yukon,Spruce beetle,1311
2010,Yukon,Spruce budworm,17
2010,Yukon,Swaine jack pine sawfly,0
2010,Yukon,Two-year-cycle spruce budworm,0
2010,Yukon,Western spruce budworm,0
2011,Yukon,Aspen twoleaf tier,0
2011,Yukon,Balsam fir sawfly,0
2011,Yukon,Blackheaded budworm,0
2011,Yukon,Bruce spanworm,0
2011,Yukon,Forest tent caterpillar,0
2011,Yukon,Hemlock looper,0
2011,Yukon,Jack pine budworm,0
2011,Yukon,Large aspen tortrix,0
2011,Yukon,Mountain pine beetle,0
2011,Yukon,Spongy moth,0
2011,Yukon,Spruce beetle,1311
2011,Yukon,Spruce budworm,17
2011,Yukon,Swaine jack pine sawfly,0
2011,Yukon,Two-year-cycle spruce budworm,0
2011,Yukon,Western spruce budworm,0
2012,Yukon,Aspen twoleaf tier,0
2012,Yukon,Balsam fir sawfly,0
2012,Yukon,Blackheaded budworm,0
2012,Yukon,Bruce spanworm,0
2012,Yukon,Forest tent caterpillar,0
2012,Yukon,Hemlock looper,0
2012,Yukon,Jack pine budworm,0
2012,Yukon,Large aspen tortrix,2765
2012,Yukon,Mountain pine beetle,0
2012,Yukon,Spongy moth,0
2012,Yukon,Spruce beetle,263
2012,Yukon,Spruce budworm,0
2012,Yukon,Swaine jack pine sawfly,0
2012,Yukon,Two-year-cycle spruce budworm,0
2012,Yukon,Western spruce budworm,0
2013,Yukon,Aspen twoleaf tier,0
2013,Yukon,Balsam fir sawfly,0
2013,Yukon,Blackheaded budworm,0
2013,Yukon,Bruce spanworm,0
2013,Yukon,Forest tent caterpillar,0
2013,Yukon,Hemlock looper,0
2013,Yukon,Jack pine budworm,0
2013,Yukon,Large aspen tortrix,5100
2013,Yukon,Mountain pine beetle,0
2013,Yukon,Spongy moth,0
2013,Yukon,Spruce beetle,0
2013,Yukon,Spruce budworm,0
2013,Yukon,Swaine jack pine sawfly,0
2013,Yukon,Two-year-cycle spruce budworm,0
2013,Yukon,Western spruce budworm,0
2014,Yukon,Aspen twoleaf tier,0
2014,Yukon,Balsam fir sawfly,0
2014,Yukon,Blackheaded budworm,0
2014,Yukon,Bruce spanworm,27
2014,Yukon,Forest tent caterpillar,0
2014,Yukon,Hemlock looper,0
2014,Yukon,Jack pine budworm,0
2014,Yukon,Large aspen tortrix,6123
2014,Yukon,Mountain pine beetle,0
2014,Yukon,Spongy moth,0
2014,Yukon,Spruce beetle,82
2014,Yukon,Spruce budworm,0
2014,Yukon,Swaine jack pine sawfly,0
2014,Yukon,Two-year-cycle spruce budworm,0
2014,Yukon,Western spruce budworm,0
2015,Yukon,Aspen twoleaf tier,0
2015,Yukon,Balsam fir sawfly,0
2015,Yukon,Blackheaded budworm,0
2015,Yukon,Bruce spanworm,0
2015,Yukon,Forest tent caterpillar,0
2015,Yukon,Hemlock looper,0
2015,Yukon,Jack pine budworm,0
2015,Yukon,Large aspen tortrix,88489
2015,Yukon,Mountain pine beetle,0
2015,Yukon,Spongy moth,0
2015,Yukon,Spruce beetle,0
2015,Yukon,Spruce budworm,0
2015,Yukon,Swaine jack pine sawfly,0
2015,Yukon,Two-year-cycle spruce budworm,0
2015,Yukon,Western spruce budworm,0
2016,Yukon,Aspen twoleaf tier,0
2016,Yukon,Balsam fir sawfly,0
2016,Yukon,Blackheaded budworm,0
2016,Yukon,Bruce spanworm,0
2016,Yukon,Forest tent caterpillar,0
2016,Yukon,Hemlock looper,0
2016,Yukon,Jack pine budworm,0
2016,Yukon,Large aspen tortrix,21783
2016,Yukon,Mountain pine beetle,0
2016,Yukon,Spongy moth,0
2016,Yukon,Spruce beetle,0
2016,Yukon,Spruce budworm,0
2016,Yukon,Swaine jack pine sawfly,0
2016,Yukon,Two-year-cycle spruce budworm,0
2016,Yukon,Western spruce budworm,0
2017,Yukon,Aspen twoleaf tier,0
2017,Yukon,Balsam fir sawfly,0
2017,Yukon,Blackheaded budworm,0
2017,Yukon,Bruce spanworm,0
2017,Yukon,Forest tent caterpillar,0
2017,Yukon,Hemlock looper,0
2017,Yukon,Jack pine budworm,0
2017,Yukon,Large aspen tortrix,7558
2017,Yukon,Mountain pine beetle,0
2017,Yukon,Spongy moth,0
2017,Yukon,Spruce beetle,0
2017,Yukon,Spruce budworm,369
2017,Yukon,Swaine jack pine sawfly,0
2017,Yukon,Two-year-cycle spruce budworm,0
2017,Yukon,Western spruce budworm,0
2018,Yukon,Aspen twoleaf tier,0
2018,Yukon,Balsam fir sawfly,0
2018,Yukon,Blackheaded budworm,0
2018,Yukon,Bruce spanworm,0
2018,Yukon,Forest tent caterpillar,0
2018,Yukon,Hemlock looper,0
2018,Yukon,Jack pine budworm,0
2018,Yukon,Large aspen tortrix,2432
2018,Yukon,Mountain pine beetle,0
2018,Yukon,Spongy moth,0
2018,Yukon,Spruce beetle,1196
2018,Yukon,Spruce budworm,0
2018,Yukon,Swaine jack pine sawfly,0
2018,Yukon,Two-year-cycle spruce budworm,0
2018,Yukon,Western spruce budworm,0
2019,Yukon,Aspen twoleaf tier,0
2019,Yukon,Balsam fir sawfly,0
2019,Yukon,Blackheaded budworm,0
2019,Yukon,Bruce spanworm,0
2019,Yukon,Forest tent caterpillar,0
2019,Yukon,Hemlock looper,0
2019,Yukon,Jack pine budworm,0
2019,Yukon,Large aspen tortrix,2432
2019,Yukon,Mountain pine beetle,0
2019,Yukon,Spongy moth,0
2019,Yukon,Spruce beetle,1196
2019,Yukon,Spruce budworm,0
2019,Yukon,Swaine jack pine sawfly,0
2019,Yukon,Two-year-cycle spruce budworm,0
2019,Yukon,Western spruce budworm,0
2020,Yukon,Aspen twoleaf tier,0
2020,Yukon,Balsam fir sawfly,0
2020,Yukon,Blackheaded budworm,0
2020,Yukon,Bruce spanworm,0
2020,Yukon,Forest tent caterpillar,0
2020,Yukon,Hemlock looper,0
2020,Yukon,Jack pine budworm,0
2020,Yukon,Large aspen tortrix,0
2020,Yukon,Mountain pine beetle,0
2020,Yukon,Spongy moth,0
2020,Yukon,Spruce beetle,0
2020,Yukon,Spruce budworm,788
2020,Yukon,Swaine jack pine sawfly,0
2020,Yukon,Two-year-cycle spruce budworm,0
2020,Yukon,Western spruce budworm,0
2021,Yukon,Aspen twoleaf tier,0
2021,Yukon,Balsam fir sawfly,0
2021,Yukon,Blackheaded budworm,0
2021,Yukon,Bruce spanworm,0
2021,Yukon,Forest tent caterpillar,0
2021,Yukon,Hemlock looper,0
2021,Yukon,Jack pine budworm,0
2021,Yukon,Large aspen tortrix,35538
2021,Yukon,Mountain pine beetle,0
2021,Yukon,Spongy moth,0
2021,Yukon,Spruce beetle,2276
2021,Yukon,Spruce budworm,0
2021,Yukon,Swaine jack pine sawfly,0
2021,Yukon,Two-year-cycle spruce budworm,0
2021,Yukon,Western spruce budworm,0
2022,Yukon,Aspen twoleaf tier,0
2022,Yukon,Balsam fir sawfly,0
2022,Yukon,Blackheaded budworm,0
2022,Yukon,Bruce spanworm,0
2022,Yukon,Forest tent caterpillar,0
2022,Yukon,Hemlock looper,0
2022,Yukon,Jack pine budworm,0
2022,Yukon,Large aspen tortrix,1271
2022,Yukon,Mountain pine beetle,0
2022,Yukon,Spongy moth,0
2022,Yukon,Spruce beetle,556
2022,Yukon,Spruce budworm,0
2022,Yukon,Swaine jack pine sawfly,0
2022,Yukon,Two-year-cycle spruce budworm,0
2022,Yukon,Western spruce budworm,0
2023,Yukon,Aspen twoleaf tier,0
2023,Yukon,Balsam fir sawfly,0
2023,Yukon,Blackheaded budworm,0
2023,Yukon,Bruce spanworm,0
2023,Yukon,Forest tent caterpillar,0
2023,Yukon,Hemlock looper,0
2023,Yukon,Jack pine budworm,0
2023,Yukon,Large aspen tortrix,4710
2023,Yukon,Mountain pine beetle,0
2023,Yukon,Spongy moth,0
2023,Yukon,Spruce beetle,972
2023,Yukon,Spruce budworm,0
2023,Yukon,Swaine jack pine sawfly,0
2023,Yukon,Two-year-cycle spruce budworm,0
2023,Yukon,Western spruce budworm,0
